Date,Year,Quarter,Quarter (Q),Quarter & Year,Month,Month Name,Month & Year,Week of Year,Week of Year (W),Day of Week,Day Name
16/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,16,Week 16,4,Thursday
17/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,16,Week 16,5,Friday
18/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,16,Week 16,6,Saturday
19/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,16,Week 16,7,Sunday
20/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,17,Week 17,1,Monday
21/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,17,Week 17,2,Tuesday
22/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,17,Week 17,3,Wednesday
23/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,17,Week 17,4,Thursday
24/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,17,Week 17,5,Friday
25/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,17,Week 17,6,Saturday
26/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,17,Week 17,7,Sunday
27/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,18,Week 18,1,Monday
28/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,18,Week 18,2,Tuesday
29/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,18,Week 18,3,Wednesday
30/04/2015,2015,2,Q2,2015 - Q2,4,Apr,15-Apr,18,Week 18,4,Thursday
05/01/2015,2015,2,Q2,2015 - Q2,5,May,15-May,18,Week 18,5,Friday
05/02/2015,2015,2,Q2,2015 - Q2,5,May,15-May,18,Week 18,6,Saturday
05/03/2015,2015,2,Q2,2015 - Q2,5,May,15-May,18,Week 18,7,Sunday
05/04/2015,2015,2,Q2,2015 - Q2,5,May,15-May,19,Week 19,1,Monday
05/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,19,Week 19,2,Tuesday
05/06/2015,2015,2,Q2,2015 - Q2,5,May,15-May,19,Week 19,3,Wednesday
05/07/2015,2015,2,Q2,2015 - Q2,5,May,15-May,19,Week 19,4,Thursday
05/08/2015,2015,2,Q2,2015 - Q2,5,May,15-May,19,Week 19,5,Friday
05/09/2015,2015,2,Q2,2015 - Q2,5,May,15-May,19,Week 19,6,Saturday
05/10/2015,2015,2,Q2,2015 - Q2,5,May,15-May,19,Week 19,7,Sunday
05/11/2015,2015,2,Q2,2015 - Q2,5,May,15-May,20,Week 20,1,Monday
05/12/2015,2015,2,Q2,2015 - Q2,5,May,15-May,20,Week 20,2,Tuesday
13/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,20,Week 20,3,Wednesday
14/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,20,Week 20,4,Thursday
15/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,20,Week 20,5,Friday
16/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,20,Week 20,6,Saturday
17/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,20,Week 20,7,Sunday
18/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,21,Week 21,1,Monday
19/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,21,Week 21,2,Tuesday
20/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,21,Week 21,3,Wednesday
21/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,21,Week 21,4,Thursday
22/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,21,Week 21,5,Friday
23/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,21,Week 21,6,Saturday
24/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,21,Week 21,7,Sunday
25/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,22,Week 22,1,Monday
26/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,22,Week 22,2,Tuesday
27/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,22,Week 22,3,Wednesday
28/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,22,Week 22,4,Thursday
29/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,22,Week 22,5,Friday
30/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,22,Week 22,6,Saturday
31/05/2015,2015,2,Q2,2015 - Q2,5,May,15-May,22,Week 22,7,Sunday
06/01/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,23,Week 23,1,Monday
06/02/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,23,Week 23,2,Tuesday
06/03/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,23,Week 23,3,Wednesday
06/04/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,23,Week 23,4,Thursday
06/05/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,23,Week 23,5,Friday
06/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,23,Week 23,6,Saturday
06/07/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,23,Week 23,7,Sunday
06/08/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,24,Week 24,1,Monday
06/09/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,24,Week 24,2,Tuesday
06/10/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,24,Week 24,3,Wednesday
06/11/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,24,Week 24,4,Thursday
06/12/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,24,Week 24,5,Friday
13/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,24,Week 24,6,Saturday
14/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,24,Week 24,7,Sunday
15/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,25,Week 25,1,Monday
16/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,25,Week 25,2,Tuesday
17/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,25,Week 25,3,Wednesday
18/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,25,Week 25,4,Thursday
19/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,25,Week 25,5,Friday
20/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,25,Week 25,6,Saturday
21/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,25,Week 25,7,Sunday
22/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,26,Week 26,1,Monday
23/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,26,Week 26,2,Tuesday
24/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,26,Week 26,3,Wednesday
25/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,26,Week 26,4,Thursday
26/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,26,Week 26,5,Friday
27/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,26,Week 26,6,Saturday
28/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,26,Week 26,7,Sunday
29/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,27,Week 27,1,Monday
30/06/2015,2015,2,Q2,2015 - Q2,6,Jun,15-Jun,27,Week 27,2,Tuesday
10/01/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,40,Week 40,4,Thursday
10/02/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,40,Week 40,5,Friday
10/03/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,40,Week 40,6,Saturday
10/04/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,40,Week 40,7,Sunday
10/05/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,41,Week 41,1,Monday
10/06/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,41,Week 41,2,Tuesday
10/07/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,41,Week 41,3,Wednesday
10/08/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,41,Week 41,4,Thursday
10/09/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,41,Week 41,5,Friday
10/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,41,Week 41,6,Saturday
10/11/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,41,Week 41,7,Sunday
10/12/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,42,Week 42,1,Monday
13/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,42,Week 42,2,Tuesday
14/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,42,Week 42,3,Wednesday
15/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,42,Week 42,4,Thursday
16/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,42,Week 42,5,Friday
17/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,42,Week 42,6,Saturday
18/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,42,Week 42,7,Sunday
19/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,43,Week 43,1,Monday
20/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,43,Week 43,2,Tuesday
21/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,43,Week 43,3,Wednesday
22/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,43,Week 43,4,Thursday
23/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,43,Week 43,5,Friday
24/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,43,Week 43,6,Saturday
25/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,43,Week 43,7,Sunday
26/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,44,Week 44,1,Monday
27/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,44,Week 44,2,Tuesday
28/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,44,Week 44,3,Wednesday
29/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,44,Week 44,4,Thursday
30/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,44,Week 44,5,Friday
31/10/2015,2015,4,Q4,2015 - Q4,10,Oct,15-Oct,44,Week 44,6,Saturday
11/01/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,44,Week 44,7,Sunday
11/02/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,45,Week 45,1,Monday
11/03/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,45,Week 45,2,Tuesday
11/04/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,45,Week 45,3,Wednesday
11/05/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,45,Week 45,4,Thursday
11/06/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,45,Week 45,5,Friday
11/07/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,45,Week 45,6,Saturday
11/08/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,45,Week 45,7,Sunday
11/09/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,46,Week 46,1,Monday
11/10/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,46,Week 46,2,Tuesday
11/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,46,Week 46,3,Wednesday
11/12/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,46,Week 46,4,Thursday
13/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,46,Week 46,5,Friday
14/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,46,Week 46,6,Saturday
15/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,46,Week 46,7,Sunday
16/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,47,Week 47,1,Monday
17/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,47,Week 47,2,Tuesday
18/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,47,Week 47,3,Wednesday
19/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,47,Week 47,4,Thursday
20/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,47,Week 47,5,Friday
21/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,47,Week 47,6,Saturday
22/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,47,Week 47,7,Sunday
23/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,48,Week 48,1,Monday
24/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,48,Week 48,2,Tuesday
25/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,48,Week 48,3,Wednesday
26/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,48,Week 48,4,Thursday
27/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,48,Week 48,5,Friday
28/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,48,Week 48,6,Saturday
29/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,48,Week 48,7,Sunday
30/11/2015,2015,4,Q4,2015 - Q4,11,Nov,15-Nov,49,Week 49,1,Monday
12/01/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,49,Week 49,2,Tuesday
12/02/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,49,Week 49,3,Wednesday
12/03/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,49,Week 49,4,Thursday
12/04/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,49,Week 49,5,Friday
12/05/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,49,Week 49,6,Saturday
12/06/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,49,Week 49,7,Sunday
12/07/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,50,Week 50,1,Monday
12/08/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,50,Week 50,2,Tuesday
12/09/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,50,Week 50,3,Wednesday
12/10/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,50,Week 50,4,Thursday
12/11/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,50,Week 50,5,Friday
12/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,50,Week 50,6,Saturday
13/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,50,Week 50,7,Sunday
14/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,51,Week 51,1,Monday
15/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,51,Week 51,2,Tuesday
16/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,51,Week 51,3,Wednesday
17/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,51,Week 51,4,Thursday
18/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,51,Week 51,5,Friday
19/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,51,Week 51,6,Saturday
20/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,51,Week 51,7,Sunday
21/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,52,Week 52,1,Monday
22/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,52,Week 52,2,Tuesday
23/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,52,Week 52,3,Wednesday
24/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,52,Week 52,4,Thursday
25/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,52,Week 52,5,Friday
26/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,52,Week 52,6,Saturday
27/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,52,Week 52,7,Sunday
28/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,53,Week 53,1,Monday
29/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,53,Week 53,2,Tuesday
30/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,53,Week 53,3,Wednesday
31/12/2015,2015,4,Q4,2015 - Q4,12,Dec,15-Dec,53,Week 53,4,Thursday
01/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,1,Week 1,4,Thursday
01/02/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,1,Week 1,5,Friday
01/03/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,1,Week 1,6,Saturday
01/04/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,1,Week 1,7,Sunday
01/05/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,2,Week 2,1,Monday
01/06/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,2,Week 2,2,Tuesday
01/07/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,2,Week 2,3,Wednesday
01/08/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,2,Week 2,4,Thursday
01/09/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,2,Week 2,5,Friday
01/10/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,2,Week 2,6,Saturday
01/11/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,2,Week 2,7,Sunday
01/12/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,3,Week 3,1,Monday
13/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,3,Week 3,2,Tuesday
14/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,3,Week 3,3,Wednesday
15/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,3,Week 3,4,Thursday
16/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,3,Week 3,5,Friday
17/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,3,Week 3,6,Saturday
18/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,3,Week 3,7,Sunday
19/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,4,Week 4,1,Monday
20/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,4,Week 4,2,Tuesday
21/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,4,Week 4,3,Wednesday
22/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,4,Week 4,4,Thursday
23/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,4,Week 4,5,Friday
24/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,4,Week 4,6,Saturday
25/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,4,Week 4,7,Sunday
26/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,5,Week 5,1,Monday
27/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,5,Week 5,2,Tuesday
28/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,5,Week 5,3,Wednesday
29/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,5,Week 5,4,Thursday
30/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,5,Week 5,5,Friday
31/01/2015,2015,1,Q1,2015 - Q1,1,Jan,15-Jan,5,Week 5,6,Saturday
02/01/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,5,Week 5,7,Sunday
02/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,6,Week 6,1,Monday
02/03/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,6,Week 6,2,Tuesday
02/04/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,6,Week 6,3,Wednesday
02/05/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,6,Week 6,4,Thursday
02/06/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,6,Week 6,5,Friday
02/07/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,6,Week 6,6,Saturday
02/08/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,6,Week 6,7,Sunday
02/09/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,7,Week 7,1,Monday
02/10/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,7,Week 7,2,Tuesday
02/11/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,7,Week 7,3,Wednesday
02/12/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,7,Week 7,4,Thursday
13/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,7,Week 7,5,Friday
14/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,7,Week 7,6,Saturday
15/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,7,Week 7,7,Sunday
16/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,8,Week 8,1,Monday
17/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,8,Week 8,2,Tuesday
18/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,8,Week 8,3,Wednesday
19/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,8,Week 8,4,Thursday
20/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,8,Week 8,5,Friday
21/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,8,Week 8,6,Saturday
22/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,8,Week 8,7,Sunday
23/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,9,Week 9,1,Monday
24/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,9,Week 9,2,Tuesday
25/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,9,Week 9,3,Wednesday
26/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,9,Week 9,4,Thursday
27/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,9,Week 9,5,Friday
28/02/2015,2015,1,Q1,2015 - Q1,2,Feb,15-Feb,9,Week 9,6,Saturday
03/01/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,9,Week 9,7,Sunday
03/02/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,10,Week 10,1,Monday
03/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,10,Week 10,2,Tuesday
03/04/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,10,Week 10,3,Wednesday
03/05/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,10,Week 10,4,Thursday
03/06/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,10,Week 10,5,Friday
03/07/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,10,Week 10,6,Saturday
03/08/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,10,Week 10,7,Sunday
03/09/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,11,Week 11,1,Monday
03/10/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,11,Week 11,2,Tuesday
03/11/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,11,Week 11,3,Wednesday
03/12/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,11,Week 11,4,Thursday
13/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,11,Week 11,5,Friday
14/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,11,Week 11,6,Saturday
15/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,11,Week 11,7,Sunday
16/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,12,Week 12,1,Monday
17/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,12,Week 12,2,Tuesday
18/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,12,Week 12,3,Wednesday
19/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,12,Week 12,4,Thursday
20/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,12,Week 12,5,Friday
21/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,12,Week 12,6,Saturday
22/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,12,Week 12,7,Sunday
23/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,13,Week 13,1,Monday
24/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,13,Week 13,2,Tuesday
25/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,13,Week 13,3,Wednesday
26/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,13,Week 13,4,Thursday
27/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,13,Week 13,5,Friday
28/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,13,Week 13,6,Saturday
29/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,13,Week 13,7,Sunday
30/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,14,Week 14,1,Monday
31/03/2015,2015,1,Q1,2015 - Q1,3,Mar,15-Mar,14,Week 14,2,Tuesday
01/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,1,Week 1,7,Sunday
01/02/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,2,Week 2,1,Monday
01/03/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,2,Week 2,2,Tuesday
01/04/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,2,Week 2,3,Wednesday
01/05/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,2,Week 2,4,Thursday
01/06/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,2,Week 2,5,Friday
01/07/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,2,Week 2,6,Saturday
01/08/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,2,Week 2,7,Sunday
01/09/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,3,Week 3,1,Monday
01/10/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,3,Week 3,2,Tuesday
01/11/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,3,Week 3,3,Wednesday
01/12/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,3,Week 3,4,Thursday
13/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,3,Week 3,5,Friday
14/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,3,Week 3,6,Saturday
15/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,3,Week 3,7,Sunday
16/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,4,Week 4,1,Monday
17/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,4,Week 4,2,Tuesday
18/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,4,Week 4,3,Wednesday
19/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,4,Week 4,4,Thursday
20/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,4,Week 4,5,Friday
21/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,4,Week 4,6,Saturday
22/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,4,Week 4,7,Sunday
23/01/2017,2017,1,Q1,2017 - Q1,1,Jan,17-Jan,5,Week 5,1,Monday
